episode,step,ep_reward,ep_length,ep_v,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_reward_100,mean_length_100,mean_v_100,x_pos,coins,score,flag_get
200,71680,366.07,232,-1.7357,-0.000397,2.481823,1.161743,0.007734,0.0769,432.53,268.6,-1.8807,1517,0,100,0
201,71680,698.07,429,-1.7924,-0.000397,2.481823,1.161743,0.007734,0.0769,435.52,269.9,-1.8811,1435,1,700,0
202,71680,444.76,317,-1.7325,-0.000397,2.481823,1.161743,0.007734,0.0769,437.1,271.2,-1.8806,1129,3,700,0
203,71680,340.68,208,-1.7098,-0.000397,2.481823,1.161743,0.007734,0.0769,437.88,271.7,-1.8801,693,2,400,0
204,73728,707.79,496,-1.7183,0.001891,2.715936,1.228007,0.00534,0.0625,440.2,273.6,-1.8794,1779,1,400,0
205,73728,733.66,424,-1.6457,0.001891,2.715936,1.228007,0.00534,0.0625,442.07,274.8,-1.8781,2021,3,900,0
206,73728,541.51,345,-1.6384,0.001891,2.715936,1.228007,0.00534,0.0625,442.35,275.4,-1.8766,1151,3,900,0
207,73728,519.81,329,-1.608,0.001891,2.715936,1.228007,0.00534,0.0625,441.94,275.3,-1.8737,1524,0,200,0
208,73728,602.84,424,-1.6164,0.001891,2.715936,1.228007,0.00534,0.0625,443.38,276.8,-1.8705,1435,2,800,0
209,75776,435.44,261,-1.5817,-0.002117,2.284897,1.237994,0.00813,0.1289,441.88,275.5,-1.8672,1125,1,600,0
210,75776,444.78,282,-1.5721,-0.002117,2.284897,1.237994,0.00813,0.1289,438.11,272.7,-1.864,1128,0,100,0
211,75776,354.51,273,-1.5652,-0.002117,2.284897,1.237994,0.00813,0.1289,438.99,273.9,-1.8608,723,1,300,0
212,75776,526.29,321,-1.483,-0.002117,2.284897,1.237994,0.00813,0.1289,440.55,274.2,-1.8564,1128,1,300,0
213,75776,501.83,269,-1.4898,-0.002117,2.284897,1.237994,0.00813,0.1289,439.68,273.0,-1.853,1520,1,400,0
214,75776,372.7,259,-1.5181,-0.002117,2.284897,1.237994,0.00813,0.1289,439.59,273.3,-1.8514,1524,0,300,0
215,75776,466.97,313,-1.4903,-0.002117,2.284897,1.237994,0.00813,0.1289,437.63,271.7,-1.8481,1139,0,300,0
216,77824,439.05,237,-1.5627,0.001138,3.171193,1.126865,0.007973,0.0586,437.03,270.2,-1.8465,1123,1,400,0
217,77824,619.32,297,-1.5565,0.001138,3.171193,1.126865,0.007973,0.0586,438.8,270.7,-1.8452,2012,0,0,0
218,77824,598.26,309,-1.6254,0.001138,3.171193,1.126865,0.007973,0.0586,440.66,271.3,-1.8445,1415,0,200,0
219,77824,343.22,188,-1.7898,0.001138,3.171193,1.126865,0.007973,0.0586,438.84,270.2,-1.8449,1431,0,200,0
220,77824,740.66,499,-1.6703,0.001138,3.171193,1.126865,0.007973,0.0586,442.38,272.7,-1.8426,1433,1,400,0
221,77824,263.81,146,-1.7588,0.001138,3.171193,1.126865,0.007973,0.0586,440.59,271.5,-1.8407,722,3,600,0
222,77824,361.8,319,-1.7997,0.001138,3.171193,1.126865,0.007973,0.0586,437.61,269.9,-1.8393,1432,0,300,0
223,77824,262.41,138,-1.7819,0.001138,3.171193,1.126865,0.007973,0.0586,435.72,268.5,-1.8373,703,0,100,0
224,79872,453.99,275,-1.654,0.001271,2.282259,1.359557,0.006208,0.0818,433.31,267.1,-1.834,1132,0,100,0
225,79872,634.19,454,-1.6936,0.001271,2.282259,1.359557,0.006208,0.0818,436.2,269.8,-1.8313,1525,3,1200,0
226,79872,363.12,315,-1.6397,0.001271,2.282259,1.359557,0.006208,0.0818,435.54,270.6,-1.8281,1517,0,300,0
227,79872,471.4,514,-1.6972,0.001271,2.282259,1.359557,0.006208,0.0818,435.24,271.1,-1.825,1425,0,400,0
228,79872,353.19,201,-1.5579,0.001271,2.282259,1.359557,0.006208,0.0818,434.05,270.2,-1.8209,713,1,200,0
229,79872,347.99,207,-1.535,0.001271,2.282259,1.359557,0.006208,0.0818,430.56,268.3,-1.8166,685,1,300,0
230,81920,542.61,275,-1.4495,-0.002261,1.817187,1.348202,0.007755,0.063,431.28,267.8,-1.8115,2005,1,600,0
231,81920,657.36,472,-1.4799,-0.002261,1.817187,1.348202,0.007755,0.063,432.94,269.0,-1.8075,1219,2,900,0
232,81920,398.74,249,-1.2322,-0.002261,1.817187,1.348202,0.007755,0.063,434.31,269.9,-1.8069,1655,1,400,0
233,81920,533.36,328,-1.1829,-0.002261,1.817187,1.348202,0.007755,0.063,435.58,270.3,-1.8048,1792,3,800,0
234,81920,371.88,289,-1.1056,-0.002261,1.817187,1.348202,0.007755,0.063,433.23,269.4,-1.8016,842,0,200,0
235,81920,434.54,248,-1.0572,-0.002261,1.817187,1.348202,0.007755,0.063,432.83,269.6,-1.7993,1812,1,300,0
236,81920,437.48,220,-1.0373,-0.002261,1.817187,1.348202,0.007755,0.063,427.27,263.6,-1.7944,1139,1,400,0
237,83968,456.93,268,-1.2434,-0.00061,2.149583,1.467509,0.001618,0.0491,426.61,262.7,-1.7927,1125,1,800,0
238,83968,643.17,449,-1.1747,-0.00061,2.149583,1.467509,0.001618,0.0491,427.74,264.2,-1.7897,1127,1,500,0
239,83968,427.88,304,-1.2675,-0.00061,2.149583,1.467509,0.001618,0.0491,428.38,265.3,-1.7858,900,1,500,0
240,83968,605.88,368,-1.5234,-0.00061,2.149583,1.467509,0.001618,0.0491,432.68,268.0,-1.7834,1671,0,300,0
241,83968,460.88,272,-1.5947,-0.00061,2.149583,1.467509,0.001618,0.0491,432.77,268.2,-1.7815,1123,1,300,0
242,83968,365.13,282,-1.6186,-0.00061,2.149583,1.467509,0.001618,0.0491,432.66,267.9,-1.7795,792,1,400,0
243,83968,270.01,170,-1.5777,-0.00061,2.149583,1.467509,0.001618,0.0491,430.58,266.7,-1.7775,703,0,0,0
244,86016,653.74,450,-1.6023,0.001825,2.505745,1.327206,0.007323,0.0784,431.85,268.0,-1.7758,1130,0,300,0
245,86016,351.48,181,-1.5107,0.001825,2.505745,1.327206,0.007323,0.0784,431.73,267.6,-1.7733,705,0,200,0
246,86016,530.02,415,-1.5131,0.001825,2.505745,1.327206,0.007323,0.0784,433.03,269.1,-1.7705,868,1,300,0
247,86016,368.92,218,-1.4364,0.001825,2.505745,1.327206,0.007323,0.0784,433.25,269.3,-1.7677,1503,1,400,0
248,86016,586.88,371,-1.4571,0.001825,2.505745,1.327206,0.007323,0.0784,435.43,270.5,-1.7647,1507,1,400,0
249,86016,537.51,457,-1.4638,0.001825,2.505745,1.327206,0.007323,0.0784,438.17,273.6,-1.7622,899,0,400,0
250,88064,519.51,279,-1.4747,0.00044,2.585028,1.401184,0.015763,0.1868,439.98,274.7,-1.7599,1413,0,300,0
251,88064,441.86,237,-1.5611,0.00044,2.585028,1.401184,0.015763,0.1868,441.69,275.5,-1.7584,695,1,400,0
252,88064,575.7,457,-1.678,0.00044,2.585028,1.401184,0.015763,0.1868,443.79,277.8,-1.7578,1126,2,700,0
253,88064,395.85,286,-1.8259,0.00044,2.585028,1.401184,0.015763,0.1868,443.19,278.1,-1.7583,858,0,200,0
254,88064,383.56,275,-1.8695,0.00044,2.585028,1.401184,0.015763,0.1868,442.61,278.1,-1.7584,898,0,100,0
255,88064,378.96,274,-1.8468,0.00044,2.585028,1.401184,0.015763,0.1868,442.1,278.3,-1.758,1524,1,300,0
256,88064,334.81,160,-1.8044,0.00044,2.585028,1.401184,0.015763,0.1868,440.08,275.6,-1.7576,677,1,200,0
257,90112,344.6,294,-1.8394,0.000629,1.738857,1.357516,0.011613,0.1252,440.12,276.8,-1.755,1427,0,500,0
258,90112,469.88,275,-1.7575,0.000629,1.738857,1.357516,0.011613,0.1252,442.23,278.0,-1.7516,1791,1,300,0
259,90112,305.67,217,-1.3569,0.000629,1.738857,1.357516,0.011613,0.1252,442.67,278.5,-1.7443,898,2,500,0
260,90112,389.13,238,-1.2679,0.000629,1.738857,1.357516,0.011613,0.1252,443.05,279.1,-1.7363,1438,0,100,0
261,90112,711.84,524,-1.4719,0.000629,1.738857,1.357516,0.011613,0.1252,446.69,282.4,-1.7301,2019,1,600,0
262,90112,527.21,365,-1.2683,0.000629,1.738857,1.357516,0.011613,0.1252,449.12,284.0,-1.7216,1130,1,600,0
263,90112,469.82,270,-1.25,0.000629,1.738857,1.357516,0.011613,0.1252,449.16,284.6,-1.7134,1230,0,0,0
264,90112,356.0,234,-1.2791,0.000629,1.738857,1.357516,0.011613,0.1252,448.55,284.3,-1.7059,1428,1,700,0
265,92160,433.14,276,-1.4038,0.001154,2.506296,1.274816,0.006024,0.0845,449.25,284.8,-1.7004,1781,0,300,0
266,92160,414.6,210,-1.5086,0.001154,2.506296,1.274816,0.006024,0.0845,450.73,285.4,-1.6971,1667,1,500,0
267,92160,565.66,304,-1.496,0.001154,2.506296,1.274816,0.006024,0.0845,453.8,287.1,-1.6944,1435,0,500,0
268,92160,413.17,438,-1.5356,0.001154,2.506296,1.274816,0.006024,0.0845,453.61,288.9,-1.6915,848,2,800,0
269,92160,536.42,311,-1.5601,0.001154,2.506296,1.274816,0.006024,0.0845,456.36,290.7,-1.6894,1127,1,300,0
270,92160,416.83,235,-1.532,0.001154,2.506296,1.274816,0.006024,0.0845,457.96,291.5,-1.6872,1672,0,400,0
271,92160,546.21,304,-1.5738,0.001154,2.506296,1.274816,0.006024,0.0845,459.01,291.8,-1.685,1129,1,400,0
272,94208,535.15,387,-1.7649,-0.003094,2.83221,1.297803,0.011379,0.1023,460.81,293.1,-1.6844,1125,0,400,0
273,94208,543.7,377,-1.8413,-0.003094,2.83221,1.297803,0.011379,0.1023,460.6,293.8,-1.6839,1435,0,500,0
274,94208,468.41,377,-1.8668,-0.003094,2.83221,1.297803,0.011379,0.1023,460.45,295.3,-1.6836,1959,0,300,0
275,94208,350.44,183,-1.903,-0.003094,2.83221,1.297803,0.011379,0.1023,460.46,295.2,-1.6814,703,0,0,0
276,96256,364.12,241,-1.691,0.001788,1.540143,1.353038,0.010535,0.0715,459.21,294.7,-1.6773,1520,0,200,0
277,96256,577.64,683,-1.7918,0.001788,1.540143,1.353038,0.010535,0.0715,461.46,299.4,-1.6725,1129,3,1200,0
278,96256,353.68,202,-1.247,0.001788,1.540143,1.353038,0.010535,0.0715,463.26,300.5,-1.6626,1437,1,300,0
279,96256,483.78,313,-1.1862,0.001788,1.540143,1.353038,0.010535,0.0715,462.41,300.2,-1.6518,1130,2,700,0
280,98304,389.95,299,-0.9845,-0.006615,1.230634,1.378255,0.013551,0.0977,460.93,300.1,-1.6391,899,1,300,0
281,98304,637.2,563,-1.1134,-0.006615,1.230634,1.378255,0.013551,0.0977,460.95,302.0,-1.6277,1133,1,600,0
282,98304,668.88,610,-1.1083,-0.006615,1.230634,1.378255,0.013551,0.0977,463.9,305.9,-1.618,1126,1,900,0
283,98304,509.61,254,-0.828,-0.006615,1.230634,1.378255,0.013551,0.0977,464.22,305.2,-1.6052,1432,1,600,0
284,100352,1186.19,1380,-1.1282,-0.003164,1.044417,1.463609,0.009463,0.0876,472.77,317.4,-1.5967,3154,3,21650,1
285,100352,587.7,391,-0.8399,-0.003164,1.044417,1.463609,0.009463,0.0876,476.88,320.3,-1.5853,1276,1,300,0
286,100352,669.87,512,-0.88,-0.003164,1.044417,1.463609,0.009463,0.0876,477.25,321.3,-1.5735,1791,1,900,0
287,100352,296.62,217,-0.8651,-0.003164,1.044417,1.463609,0.009463,0.0876,476.72,321.4,-1.562,821,0,200,0
288,100352,379.32,339,-0.8685,-0.003164,1.044417,1.463609,0.009463,0.0876,475.41,321.9,-1.5507,814,2,500,0
289,100352,388.38,368,-0.8477,-0.003164,1.044417,1.463609,0.009463,0.0876,475.87,323.6,-1.5393,898,0,400,0
290,100352,413.09,216,-0.841,-0.003164,1.044417,1.463609,0.009463,0.0876,476.61,323.9,-1.5276,1523,0,0,0
291,102400,388.52,289,-1.0624,0.000127,1.718717,1.318433,0.004007,0.064,474.59,323.2,-1.5179,898,2,600,0
292,102400,360.81,270,-1.2136,0.000127,1.718717,1.318433,0.004007,0.064,473.83,323.5,-1.5092,1435,0,400,0
293,102400,612.55,512,-1.1402,0.000127,1.718717,1.318433,0.004007,0.064,475.14,324.4,-1.4999,1124,0,900,0
294,102400,530.56,323,-1.2853,0.000127,1.718717,1.318433,0.004007,0.064,475.13,324.5,-1.492,1123,3,800,0
295,102400,471.7,287,-1.375,0.000127,1.718717,1.318433,0.004007,0.064,476.12,324.9,-1.485,831,2,600,0
296,104448,540.86,330,-1.4415,-0.001248,2.036551,1.343681,0.009564,0.0769,477.95,326.3,-1.4786,1129,0,400,0
297,104448,575.92,357,-1.4234,-0.001248,2.036551,1.343681,0.009564,0.0769,480.85,327.8,-1.4728,1248,1,500,0
298,104448,608.58,519,-1.4665,-0.001248,2.036551,1.343681,0.009564,0.0769,483.43,331.1,-1.4683,1522,1,700,0
299,104448,343.93,209,-1.5576,-0.001248,2.036551,1.343681,0.009564,0.0769,481.12,330.4,-1.4647,1415,0,200,0
300,104448,427.26,431,-1.6531,-0.001248,2.036551,1.343681,0.009564,0.0769,481.73,332.4,-1.4639,1129,0,200,0
301,104448,480.24,323,-1.5613,-0.001248,2.036551,1.343681,0.009564,0.0769,479.55,331.3,-1.4616,1433,0,400,0
302,106496,581.36,433,-1.5586,0.001164,1.810475,1.245836,0.00515,0.0757,480.92,332.5,-1.4598,1124,2,800,0
303,106496,441.15,266,-1.4652,0.001164,1.810475,1.245836,0.00515,0.0757,481.93,333.1,-1.4574,704,0,200,0
304,106496,404.93,217,-1.2938,0.001164,1.810475,1.245836,0.00515,0.0757,478.9,330.3,-1.4531,1516,0,0,0
305,106496,453.18,309,-1.3544,0.001164,1.810475,1.245836,0.00515,0.0757,476.09,329.1,-1.4502,1130,0,200,0
306,106496,448.88,235,-1.1676,0.001164,1.810475,1.245836,0.00515,0.0757,475.17,328.0,-1.4455,1126,1,400,0
307,106496,485.29,351,-1.2178,0.001164,1.810475,1.245836,0.00515,0.0757,474.82,328.2,-1.4416,1800,0,200,0
308,106496,369.28,184,-1.1573,0.001164,1.810475,1.245836,0.00515,0.0757,472.48,325.8,-1.437,807,2,500,0
309,106496,437.86,317,-1.1627,0.001164,1.810475,1.245836,0.00515,0.0757,472.51,326.4,-1.4328,1127,1,300,0
310,108544,413.18,336,-1.2527,0.001998,2.402238,1.1686,0.008472,0.1045,472.19,326.9,-1.4296,1520,0,200,0
311,108544,382.07,258,-1.3914,0.001998,2.402238,1.1686,0.008472,0.1045,472.47,326.8,-1.4279,1232,1,600,0
312,108544,438.55,272,-1.3596,0.001998,2.402238,1.1686,0.008472,0.1045,471.59,326.3,-1.4267,1788,0,200,0
313,108544,656.85,398,-1.3152,0.001998,2.402238,1.1686,0.008472,0.1045,473.14,327.6,-1.4249,1153,0,500,0
314,108544,348.76,384,-1.5047,0.001998,2.402238,1.1686,0.008472,0.1045,472.9,328.8,-1.4248,1427,0,500,0
315,108544,351.44,189,-1.3844,0.001998,2.402238,1.1686,0.008472,0.1045,471.75,327.6,-1.4237,1436,0,100,0
316,108544,362.18,231,-1.4351,0.001998,2.402238,1.1686,0.008472,0.1045,470.98,327.5,-1.4225,1130,1,600,0
317,110592,454.21,250,-1.3365,-0.003368,1.691904,1.278942,0.009392,0.0994,469.33,327.1,-1.4203,1799,0,200,0
318,110592,623.49,433,-1.3537,-0.003368,1.691904,1.278942,0.009392,0.0994,469.58,328.3,-1.4175,1786,3,1100,0
319,110592,469.44,259,-1.2913,-0.003368,1.691904,1.278942,0.009392,0.0994,470.84,329.0,-1.4126,1424,0,200,0
320,110592,832.71,482,-1.3029,-0.003368,1.691904,1.278942,0.009392,0.0994,471.76,328.8,-1.4089,2013,1,800,0
321,110592,405.24,243,-1.2659,-0.003368,1.691904,1.278942,0.009392,0.0994,473.18,329.8,-1.404,1673,0,200,0
322,110592,507.24,313,-1.2598,-0.003368,1.691904,1.278942,0.009392,0.0994,474.63,329.8,-1.3986,1777,1,600,0
323,112640,171.63,88,-1.4991,-0.003374,4.363268,1.130012,0.008406,0.1035,473.72,329.2,-1.3957,313,1,200,0
324,112640,344.44,194,-1.5083,-0.003374,4.363268,1.130012,0.008406,0.1035,472.63,328.4,-1.3943,700,1,200,0
325,112640,575.12,436,-1.6139,-0.003374,4.363268,1.130012,0.008406,0.1035,472.04,328.3,-1.3935,1125,0,200,0
326,112640,487.52,270,-2.2402,-0.003374,4.363268,1.130012,0.008406,0.1035,473.28,327.8,-1.3995,1973,1,1000,0
327,112640,339.3,250,-2.3024,-0.003374,4.363268,1.130012,0.008406,0.1035,471.96,325.2,-1.4055,1430,0,400,0
328,112640,691.2,414,-2.1361,-0.003374,4.363268,1.130012,0.008406,0.1035,475.34,327.3,-1.4113,1803,3,1200,0
329,112640,617.31,376,-2.3399,-0.003374,4.363268,1.130012,0.008406,0.1035,478.03,329.0,-1.4194,1524,0,200,0
330,114688,388.58,270,-2.1397,0.002427,2.325459,1.131924,0.010324,0.1091,476.49,328.9,-1.4263,851,0,100,0
331,114688,762.21,482,-1.9254,0.002427,2.325459,1.131924,0.010324,0.1091,477.54,329.0,-1.4307,1135,0,400,0
332,114688,469.81,299,-1.5911,0.002427,2.325459,1.131924,0.010324,0.1091,478.25,329.5,-1.4343,1231,0,200,0
333,114688,713.14,477,-1.8513,0.002427,2.325459,1.131924,0.010324,0.1091,480.05,331.0,-1.441,1432,1,800,0
334,114688,449.98,273,-1.574,0.002427,2.325459,1.131924,0.010324,0.1091,480.83,330.9,-1.4457,1519,1,200,0
335,114688,260.34,132,-1.5567,0.002427,2.325459,1.131924,0.010324,0.1091,479.09,329.7,-1.4507,722,0,100,0
336,116736,529.27,316,-1.74,-0.00023,4.210934,1.145844,0.007704,0.0969,480.01,330.7,-1.4577,1515,2,700,0
337,116736,480.47,310,-1.7959,-0.00023,4.210934,1.145844,0.007704,0.0969,480.24,331.1,-1.4632,1243,2,500,0
338,116736,623.18,390,-1.9444,-0.00023,4.210934,1.145844,0.007704,0.0969,480.04,330.5,-1.4709,1528,0,200,0
339,116736,449.14,367,-2.0965,-0.00023,4.210934,1.145844,0.007704,0.0969,480.25,331.1,-1.4792,1130,1,500,0
340,116736,360.21,267,-2.2909,-0.00023,4.210934,1.145844,0.007704,0.0969,477.8,330.1,-1.4869,1436,0,300,0
341,116736,514.07,274,-2.1974,-0.00023,4.210934,1.145844,0.007704,0.0969,478.33,330.1,-1.4929,1951,2,600,0
342,116736,352.41,175,-2.2193,-0.00023,4.210934,1.145844,0.007704,0.0969,478.2,329.1,-1.4989,1432,0,200,0
343,116736,370.35,257,-2.2852,-0.00023,4.210934,1.145844,0.007704,0.0969,479.21,329.9,-1.506,1524,0,400,0
344,118784,354.69,202,-1.5735,0.002083,2.089361,1.213904,0.012501,0.1152,476.22,327.5,-1.5057,1430,0,0,0
345,118784,484.22,314,-1.8277,0.002083,2.089361,1.213904,0.012501,0.1152,477.54,328.8,-1.5089,1129,1,900,0
346,118784,572.76,460,-1.7372,0.002083,2.089361,1.213904,0.012501,0.1152,477.97,329.2,-1.5111,1437,0,800,0
347,118784,659.36,408,-1.5017,0.002083,2.089361,1.213904,0.012501,0.1152,480.87,331.1,-1.5118,1525,0,300,0
348,118784,356.81,256,-1.391,0.002083,2.089361,1.213904,0.012501,0.1152,478.57,330.0,-1.5111,722,0,100,0
349,118784,496.17,326,-1.3625,0.002083,2.089361,1.213904,0.012501,0.1152,478.16,328.7,-1.5101,1513,1,300,0
350,120832,545.27,377,-1.3563,0.000568,1.985925,1.256795,0.008741,0.072,478.42,329.7,-1.5089,1126,1,200,0
351,120832,362.19,191,-1.3146,0.000568,1.985925,1.256795,0.008741,0.072,477.62,329.2,-1.5064,1125,0,100,0
352,120832,529.91,494,-1.3818,0.000568,1.985925,1.256795,0.008741,0.072,477.16,329.6,-1.5035,1124,1,700,0
353,120832,796.52,458,-1.3169,0.000568,1.985925,1.256795,0.008741,0.072,481.17,331.3,-1.4984,1801,1,800,0
354,120832,354.73,178,-1.2874,0.000568,1.985925,1.256795,0.008741,0.072,480.88,330.3,-1.4926,706,1,300,0
355,120832,485.29,355,-1.3434,0.000568,1.985925,1.256795,0.008741,0.072,481.95,331.1,-1.4875,1132,0,400,0
356,122880,391.44,267,-1.2382,0.000189,1.512116,1.389277,0.001811,0.0417,482.51,332.2,-1.4819,1435,0,300,0
357,122880,381.32,313,-1.2396,0.000189,1.512116,1.389277,0.001811,0.0417,482.88,332.4,-1.4759,858,2,500,0
358,122880,568.22,450,-1.2275,0.000189,1.512116,1.389277,0.001811,0.0417,483.86,334.1,-1.4706,1434,1,800,0
359,122880,452.15,322,-1.1645,0.000189,1.512116,1.389277,0.001811,0.0417,485.33,335.2,-1.4687,1136,0,100,0
360,122880,455.03,271,-1.083,0.000189,1.512116,1.389277,0.001811,0.0417,485.99,335.5,-1.4668,710,1,500,0
361,124928,619.31,426,-1.1686,-0.002818,2.388063,1.394362,0.007556,0.0806,485.06,334.5,-1.4638,1415,1,500,0
362,124928,411.51,432,-1.3317,-0.002818,2.388063,1.394362,0.007556,0.0806,483.9,335.2,-1.4644,856,0,400,0
363,124928,471.74,429,-1.4141,-0.002818,2.388063,1.394362,0.007556,0.0806,483.92,336.8,-1.4661,1127,1,600,0
364,124928,571.54,450,-1.4642,-0.002818,2.388063,1.394362,0.007556,0.0806,486.08,339.0,-1.4679,1125,1,800,0
365,124928,653.43,398,-1.4845,-0.002818,2.388063,1.394362,0.007556,0.0806,488.28,340.2,-1.4687,1796,0,400,0
366,124928,359.18,196,-1.4433,-0.002818,2.388063,1.394362,0.007556,0.0806,487.73,340.0,-1.4681,706,1,400,0
367,126976,448.39,252,-1.1782,0.002687,1.177534,1.489186,0.008385,0.0701,486.55,339.5,-1.4649,1128,1,400,0
368,126976,496.74,291,-0.9877,0.002687,1.177534,1.489186,0.008385,0.0701,487.39,338.1,-1.4594,1431,0,200,0
369,126976,566.45,571,-1.253,0.002687,1.177534,1.489186,0.008385,0.0701,487.69,340.6,-1.4563,1422,1,1000,0
370,126976,398.73,414,-1.1687,0.002687,1.177534,1.489186,0.008385,0.0701,487.51,342.4,-1.4527,841,0,400,0
371,126976,479.28,307,-0.7531,0.002687,1.177534,1.489186,0.008385,0.0701,486.84,342.5,-1.4445,820,1,300,0
372,126976,289.56,231,-0.9146,0.002687,1.177534,1.489186,0.008385,0.0701,484.38,340.9,-1.436,825,0,100,0
373,129024,695.98,397,-0.8485,-0.00222,1.712754,1.380796,0.009553,0.0684,485.91,341.1,-1.4261,1797,2,1100,0
374,129024,522.54,352,-0.9948,-0.00222,1.712754,1.380796,0.009553,0.0684,486.45,340.9,-1.4173,1781,1,600,0
375,129024,603.06,417,-1.1361,-0.00222,1.712754,1.380796,0.009553,0.0684,488.97,343.2,-1.4097,1500,1,500,0
376,129024,458.97,254,-1.1894,-0.00222,1.712754,1.380796,0.009553,0.0684,489.92,343.3,-1.4046,713,1,400,0
377,129024,348.18,176,-1.2007,-0.00222,1.712754,1.380796,0.009553,0.0684,487.63,338.3,-1.3987,702,0,0,0
378,129024,518.87,427,-1.2304,-0.00222,1.712754,1.380796,0.009553,0.0684,489.28,340.5,-1.3986,1945,1,1100,0
379,129024,266.19,164,-1.2112,-0.00222,1.712754,1.380796,0.009553,0.0684,487.1,339.0,-1.3988,700,2,400,0
380,131072,413.38,290,-1.4429,-0.005754,2.397336,1.359444,0.006295,0.0945,487.34,338.9,-1.4034,1660,0,100,0
381,131072,511.17,404,-1.5147,-0.005754,2.397336,1.359444,0.006295,0.0945,486.08,337.3,-1.4074,1520,3,700,0
382,131072,670.02,412,-1.4437,-0.005754,2.397336,1.359444,0.006295,0.0945,486.09,335.4,-1.4108,1660,0,400,0
383,131072,251.05,124,-1.5336,-0.005754,2.397336,1.359444,0.006295,0.0945,483.5,334.1,-1.4178,673,1,200,0
384,131072,551.25,393,-1.6047,-0.005754,2.397336,1.359444,0.006295,0.0945,477.15,324.2,-1.4226,1138,1,700,0
385,131072,438.3,278,-1.658,-0.005754,2.397336,1.359444,0.006295,0.0945,475.66,323.1,-1.4308,1124,0,200,0
386,131072,369.18,204,-1.5699,-0.005754,2.397336,1.359444,0.006295,0.0945,472.65,320.0,-1.4377,1509,0,300,0
387,133120,413.96,273,-1.6009,-0.001456,2.346563,1.405324,0.00415,0.0786,473.83,320.5,-1.445,1524,1,300,0
388,133120,350.56,207,-1.5365,-0.001456,2.346563,1.405324,0.00415,0.0786,473.54,319.2,-1.4517,699,2,500,0
389,133120,635.37,379,-1.5707,-0.001456,2.346563,1.405324,0.00415,0.0786,476.01,319.3,-1.4589,1521,0,300,0
390,133120,450.06,281,-1.5704,-0.001456,2.346563,1.405324,0.00415,0.0786,476.38,320.0,-1.4662,1125,0,200,0
391,133120,544.54,385,-1.5757,-0.001456,2.346563,1.405324,0.00415,0.0786,477.94,320.9,-1.4714,1123,1,200,0
392,133120,383.8,221,-1.5496,-0.001456,2.346563,1.405324,0.00415,0.0786,478.17,320.4,-1.4747,1437,2,500,0
393,135168,494.66,328,-1.5908,-0.00087,2.824936,1.33131,0.008536,0.1062,476.99,318.6,-1.4792,899,1,500,0
394,135168,469.75,276,-1.6352,-0.00087,2.824936,1.33131,0.008536,0.1062,476.38,318.1,-1.4827,1133,2,600,0
395,135168,625.2,446,-1.695,-0.00087,2.824936,1.33131,0.008536,0.1062,477.92,319.7,-1.4859,1127,1,600,0
396,135168,712.86,528,-1.7419,-0.00087,2.824936,1.33131,0.008536,0.1062,479.64,321.7,-1.4889,1428,2,800,0
397,135168,559.41,394,-1.7628,-0.00087,2.824936,1.33131,0.008536,0.1062,479.47,322.1,-1.4923,1127,1,500,0
398,135168,487.14,341,-1.7838,-0.00087,2.824936,1.33131,0.008536,0.1062,478.26,320.3,-1.4955,1132,3,800,0
399,137216,703.19,404,-1.6765,-0.000108,2.284807,1.391222,0.005553,0.0664,481.85,322.2,-1.4967,1791,1,700,0
400,137216,422.27,199,-1.515,-0.000108,2.284807,1.391222,0.005553,0.0664,481.8,319.9,-1.4953,706,0,0,0
401,137216,606.13,429,-1.5915,-0.000108,2.284807,1.391222,0.005553,0.0664,483.06,321.0,-1.4956,1150,1,700,0
402,137216,522.98,413,-1.5988,-0.000108,2.284807,1.391222,0.005553,0.0664,482.48,320.8,-1.496,898,1,400,0
403,139264,648.19,478,-1.5417,-0.003645,2.018036,1.357183,0.004517,0.0723,484.55,322.9,-1.4968,1434,0,500,0
404,139264,460.28,315,-1.5024,-0.003645,2.018036,1.357183,0.004517,0.0723,485.1,323.9,-1.4989,1662,0,300,0
405,139264,755.35,560,-1.5143,-0.003645,2.018036,1.357183,0.004517,0.0723,488.12,326.4,-1.5005,1524,0,700,0
406,139264,649.78,412,-1.4961,-0.003645,2.018036,1.357183,0.004517,0.0723,490.13,328.2,-1.5038,1139,0,500,0
407,139264,450.24,263,-1.4723,-0.003645,2.018036,1.357183,0.004517,0.0723,489.78,327.3,-1.5063,1128,1,400,0
408,139264,364.46,261,-1.4909,-0.003645,2.018036,1.357183,0.004517,0.0723,489.73,328.1,-1.5096,1128,1,400,0
409,141312,661.02,468,-1.5155,-0.003184,2.086305,1.303991,0.004267,0.0864,491.96,329.6,-1.5132,1236,3,1000,0
410,141312,297.65,190,-1.4621,-0.003184,2.086305,1.303991,0.004267,0.0864,490.81,328.1,-1.5153,856,1,400,0
411,141312,589.99,492,-1.5153,-0.003184,2.086305,1.303991,0.004267,0.0864,492.89,330.4,-1.5165,1504,0,600,0
412,141312,261.52,145,-1.3485,-0.003184,2.086305,1.303991,0.004267,0.0864,491.12,329.2,-1.5164,697,1,300,0
